ID Polygon,Musigma,X1,Y1,Z1,Y2,Z2,X2,X3,Y3,Z3
114,6.411233902,110.7301873979,31,-1.18483e-05,30.8971013243,-1.18837e-05,110.7204436609,110.6688866469,30.8887568048,-1.18781e-05
115,10.6338376999,110.7660059012,31,-1.1852e-05,30.902888454,-1.18883e-05,110.7562796088,110.7050244309,30.8946080176,-1.18818e-05
116,5.4498105049,110.8016195545,31,-1.18539e-05,30.9086319737,-1.18921e-05,110.7919106006,110.7409497772,30.9004141447,-1.18846e-05
117,4.8549795151,110.8370333505,31,-1.18576e-05,30.9143328687,-1.18958e-05,110.8273416318,110.776667967,30.9061762279,-1.18893e-05
118,7.9903469086,110.8722520945,31,-1.18632e-05,30.919992087,-1.19004e-05,110.8625775102,110.8121840792,30.9118952688,-1.18939e-05
119,0.0,110.907280414,31,-1.18669e-05,30.925610542,-1.19032e-05,110.8976228661,110.8475030009,30.9175722312,-1.18976e-05
120,0.0,110.9190253573,31,-1.18697e-05,30.9274921325,-1.19051e-05,110.9093735206,110.8826294373,30.923208043,-1.19023e-05
121,0.0,110.577877072,31,-1.1852e-05,30.9045867053,-1.18883e-05,110.5680597388,110.5151961583,30.8959702321,-1.18818e-05
122,8.1143007278,110.6145815676,31,-1.18557e-05,30.9105586616,-1.18939e-05,110.6047821627,110.552253661,30.9020128225,-1.18874e-05
123,6.2476010323,110.6510590703,31,-1.18595e-05,30.9164826414,-1.18976e-05,110.6412774746,110.5890752527,30.9080057015,-1.18902e-05
124,6.2476010323,110.6873154343,31,-1.1866e-05,30.9223598,-1.19004e-05,110.6775515321,110.6256671478,30.9139500944,-1.18949e-05
125,7.1020746231,110.7233562809,31,-1.18688e-05,30.9281912465,-1.19051e-05,110.7136099598,110.6620353079,30.9198471768,-1.18995e-05
126,10.6338376999,110.7591870109,31,-1.18725e-05,30.9339780464,-1.19098e-05,110.7494581615,110.6981854558,30.9256980774,-1.19023e-05
127,6.3405499458,110.7948128165,31,-1.18762e-05,30.9397212243,-1.19135e-05,110.7851013325,110.7341230885,30.9315038799,-1.1907e-05
128,5.8373746872,110.8302386924,31,-1.18809e-05,30.9454217657,-1.19181e-05,110.8205444702,110.7698534893,30.9372656264,-1.19107e-05
129,5.8373746872,110.8654694457,31,-1.18837e-05,30.9510806189,-1.192e-05,110.8557923845,110.8053817389,30.9429843187,-1.19153e-05
130,5.3283782005,110.9005097057,31,-1.18883e-05,30.9566986974,-1.19256e-05,110.8908497074,110.8407127265,30.9486609209,-1.19191e-05
131,0.0,110.9122586519,31,-1.18939e-05,30.9585801587,-1.19284e-05,110.9026043736,110.8758511592,30.9542963612,-1.19237e-05
132,0.0,110.5709943728,31,-1.18716e-05,30.9356775499,-1.19098e-05,110.5611743391,110.508292619,30.9270614503,-1.19042e-05
133,8.1143007278,110.6077114341,31,-1.18781e-05,30.9416492283,-1.19135e-05,110.5979093565,110.5453628391,30.9331037821,-1.19079e-05
134,8.1143007278,110.644201419,31,-1.18827e-05,30.9475729172,-1.192e-05,110.6344171783,110.5821970608,30.9390963888,-1.19116e-05
135,6.2476010323,110.6804701842,31,-1.18846e-05,30.953449772,-1.19237e-05,110.6707036644,110.6188015013,30.9450404964,-1.19172e-05
136,6.6808242798,110.7165233531,31,-1.18893e-05,30.9592809022,-1.19274e-05,110.7067744417,110.6551821245,30.9509372805,-1.192e-05
137,6.6808242798,110.7523663288,31,-1.18939e-05,30.9650673736,-1.19312e-05,110.7426349162,110.6913446556,30.9567878701,-1.19265e-05
138,6.1269302368,110.7880043055,31,-1.18986e-05,30.970810211,-1.1934e-05,110.7782902852,110.7272945938,30.9625933494,-1.19293e-05
139,8.1087598801,110.82344228,31,-1.19014e-05,30.9765104,-1.19386e-05,110.8137455482,110.7630372243,30.9683547605,-1.1933e-05
140,5.8373746872,110.8586850612,31,-1.1906e-05,30.9821688893,-1.19423e-05,110.849005517,110.7985776302,30.9740731054,-1.19368e-05
141,4.6344370842,110.8937372804,31,-1.19098e-05,30.9877865925,-1.1947e-05,110.8840748254,110.8339207024,30.9797493486,-1.19414e-05
142,0.0,110.9054902356,31,-1.19135e-05,30.9896679251,-1.19479e-05,110.8958335095,110.8690711499,30.9853844185,-1.19442e-05
143,0.0,110.5641097813,31,-1.18958e-05,30.9667681225,-1.19321e-05,110.5542870407,110.5013871527,30.9581523946,-1.19265e-05
144,8.9016666412,110.6008394278,31,-1.18995e-05,30.9727395243,-1.19358e-05,110.5910346712,110.5384701099,30.9641944691,-1.19293e-05
145,10.3066825867,110.6373419143,31,-1.19032e-05,30.9786629236,-1.19396e-05,110.6275550222,110.5753169813,30.970186805,-1.19349e-05
146,6.2803549767,110.6736230998,31,-1.19088e-05,30.984539476,-1.19461e-05,110.6638539562,110.6119339867,30.9761306285,-1.19386e-05
147,6.6808242798,110.7096886101,31,-1.19125e-05,30.9903702913,-1.19479e-05,110.6999371021,110.6483270924,30.9820271157,-1.19423e-05
148,6.6808242798,110.7455438505,31,-1.19163e-05,30.9961564354,-1.19535e-05,110.7358098684,110.6845020258,30.9878773956,-1.19461e-05
149,17.3700065613,110.7811940173,31,-1.19191e-05,31.0018989335,-1.19563e-05,110.7714774544,110.7204642884,30.9936825529,-1.19498e-05
150,6.5742354393,110.816644109,31,-1.19237e-05,31.0075987713,-1.1961e-05,110.8069448615,110.7562191678,30.9994436298,-1.19545e-05
151,8.7270545959,110.8518989367,31,-1.19265e-05,31.0132568979,-1.19647e-05,110.8422169034,110.7917717487,31.0051616287,-1.19573e-05
152,4.2041764259,110.8869631335,31,-1.19321e-05,31.0188742271,-1.19684e-05,110.8772982159,110.8271269242,31.0108375141,-1.1961e-05
153,0.0,110.8987201041,31,-1.19349e-05,31.0207554312,-1.19694e-05,110.8890609241,110.8622894051,31.0164722147,-1.19647e-05
154,0.0,110.5572232928,31,-1.19181e-05,30.9978584227,-1.19545e-05,110.5473978391,110.494479755,30.9892430645,-1.19479e-05
155,4.6463856697,110.593965544,31,-1.19209e-05,31.0038295493,-1.19582e-05,110.5841581021,110.531575469,30.9952848831,-1.19507e-05
