unit,1_prob,unit_prob_mean,unit_risk_class,lisa_sig,lisa_type,risk_lisa_combo
58,0.226156636,0.266821218,高,TRUE,高-低,高-高-低
58,0.192546321,0.266821218,高,TRUE,高-低,高-高-低
58,0.320326203,0.266821218,高,TRUE,高-低,高-高-低
58,0.214671772,0.266821218,高,TRUE,高-低,高-高-低
69,0.184249714,0.102532064,中,TRUE,高-低,中-高-低
58,0.200017768,0.266821218,高,TRUE,高-低,高-高-低
58,0.213918759,0.266821218,高,TRUE,高-低,高-高-低
58,0.185349254,0.266821218,高,TRUE,高-低,高-高-低
66,0.292042415,0.116552576,中,TRUE,高-低,中-高-低
58,0.492898965,0.266821218,高,TRUE,高-低,高-高-低
66,0.221914993,0.116552576,中,TRUE,高-低,中-高-低
66,0.193388614,0.116552576,中,TRUE,高-低,中-高-低
58,0.334097512,0.266821218,高,TRUE,高-低,高-高-低
58,0.243467309,0.266821218,高,TRUE,高-低,高-高-低
58,0.200898673,0.266821218,高,TRUE,高-低,高-高-低
